,reference,deformed
4.104809619238477,2.87169356646536e-39,1.2873838854267872e-05
4.109218436873748,4.62166728956953e-38,5.5751578046729205e-06
4.1136272545090184,7.1185670631782595e-37,2.3168234397222917e-06
4.118036072144289,1.0493486412844818e-35,9.237615425989985e-07
4.122444889779559,1.4804043372475307e-34,3.533543587458263e-07
4.1268537074148295,1.9988224272652442e-33,1.296593416851595e-07
4.131262525050101,2.582863167603251e-32,4.563570215129539e-08
4.135671342685371,3.194198528055718e-31,1.540574784175212e-08
4.140080160320641,3.780556490748147e-30,4.987829389351211e-09
4.144488977955912,4.282357094175829e-29,1.5487034874787583e-09
4.148897795591182,4.64240843820432e-28,4.6114018965866706e-10
4.153306613226453,4.8165617822603654e-27,1.3167047553642626e-10
4.157715430861724,4.782602035945429e-26,3.605118390350268e-11
4.162124248496994,4.54490357886635e-25,9.46483972617143e-12
4.166533066132265,4.133504589842566e-24,2.3826387424348797e-12
4.170941883767536,3.597870230688325e-23,5.751013677671122e-13
4.175350701402806,2.9971321088591373e-22,1.3309544988266214e-13
4.179759519038076,2.3894590845476006e-21,2.953296671100899e-14
4.184168336673347,1.823167753866163e-20,6.283034193102818e-15
4.188577154308618,1.3313338798372292e-19,1.2815764411471951e-15
4.192985971943888,9.304234718714451e-19,2.5062670962845228e-16
4.197394789579159,6.223112500780929e-18,4.6990879808033215e-17
4.201803607214429,3.983528852823358e-17,8.446939580988313e-18
4.206212424849699,2.440403294713944e-16,1.4557321556632089e-18
4.2106212424849705,1.4308317178330306e-15,2.4052319507773193e-19
4.215030060120241,8.028766646634257e-15,3.8099917703480666e-20
4.219438877755511,4.311639408960706e-14,5.786561653915453e-21
4.2238476953907815,2.2159979315246742e-13,8.471092788119225e-22
4.228256513026052,1.0900077584231408e-12,1.5531693234963335e-22
4.232665330661323,5.13124969012515e-12,3.059678856587653e-22
4.2370741482965935,2.3117987677452835e-11,2.1435092473641507e-21
4.241482965931864,9.968050468520989e-11,1.5158268683723504e-20
4.245891783567135,4.1134265702520174e-10,1.0292897852308936e-19
4.2503006012024045,1.6245406781653121e-09,6.705225177462639e-19
4.254709418837676,6.140316432915371e-09,4.190661128124493e-18
4.259118236472946,2.2211824589855312e-08,2.5128018121538137e-17
4.263527054108216,7.689729063705569e-08,1.4456202439473408e-16
4.267935871743488,2.547834195493879e-07,7.979669948469934e-16
4.272344689378758,8.079130189849522e-07,4.2263502361202035e-15
4.276753507014028,2.4518357408916864e-06,2.147888600081313e-14
4.281162324649299,7.121171698006374e-06,1.0474671009126579e-13
4.285571142284569,1.9794514911746498e-05,4.901950279462601e-13
4.28997995991984,5.2658876630297456e-05,2.20148482530695e-12
4.294388777555111,0.00013407000866316575,9.488556895522308e-12
4.298797595190381,0.0003266818492936313,3.925028021819367e-11
4.303206412825651,0.0007618188141317628,1.5583502717380316e-10
4.307615230460922,0.0017002457701001989,5.938680637177424e-10
4.312024048096193,0.0036316587471433067,2.172409236895286e-09
4.316432865731463,0.007423892646456844,7.6286166589517e-09
4.320841683366734,0.01452418105314987,2.5717560283953526e-08
4.325250501002004,0.02719474216094776,8.323820664395472e-08
4.329659318637274,0.048731699513777996,2.586757928872415e-07
4.3340681362725455,0.08357405802798928,7.71902351538134e-07
4.338476953907816,0.1371717703114364,2.211965211729027e-06
4.342885771543086,0.21547223551029826,6.0875451791821725e-06
4.347294589178357,0.3239300305106576,1.609147338734715e-05
4.351703406813628,0.4660627860349337,4.0858683354190956e-05
4.356112224448898,0.6417575144708766,9.966830095368163e-05
4.3605210420841685,0.8457282134070474,0.00023359715212978744
4.364929859719439,1.0666550545301725,0.0005261076292080606
4.36933867735471,1.2875096508917803,0.0011387877674933092
4.37374749498998,1.4873401824112409,0.002369426972416867
4.378156312625251,1.6443847851243967,0.004739745186780743
4.382565130260521,1.7399225193391867,0.009117279646670738
4.386973947895791,1.761934215983208,0.016868311620346004
4.391382765531063,1.707586811954376,0.03002498899174611
4.395791583166333,1.5838323941075958,0.051430513891725135
4.400200400801603,1.40594714834842,0.08480516615209827
4.404609218436874,1.1944340683147454,0.13466061828188097
4.409018036072144,0.971156108816755,0.20599083735330928
4.413426853707415,0.7557020651981904,0.3036946108090536
4.417835671342686,0.5627957574550269,0.4317412503870891
4.422244488977956,0.40114825291949757,0.5921702086391396
4.426653306613227,0.27369809297256814,0.7840971613542317
4.4310621242484975,0.17884584811366594,1.0029545380340288
4.435470941883768,0.11215081483219033,1.240195526859061
4.439879759519038,0.06801175058939499,1.483623176648345
4.444288577154309,0.041027501654625334,1.7183798879256742
4.44869739478958,0.026934593344428787,1.9284808404326346
4.45310621242485,0.023173585992801088,2.098644262414592
4.4575150300601205,0.029207502319459698,2.216102997289888
4.461923847695391,0.04670230186449222,2.2720940956653926
4.466332665330661,0.07960311959108589,2.2628052203128886
4.470741482965932,0.13403532968730994,2.189675145350471
4.475150300601203,0.21786792095765586,2.0590617190787763
4.479559118236473,0.339743103744727,1.8813772228801868
4.4839679358717435,0.5074407955372466,1.6698408906947402
4.488376753507014,0.7256284469035756,1.4390200921634617
4.492785571142285,0.9933212244278202,1.2033379318332773
4.497194388777555,1.3016640492601435,0.9757214340480516
4.501603206412826,1.6328194903740927,0.7665468684522323
4.506012024048097,1.9606772081332382,0.5829990425346638
4.510420841683366,2.2537297648017844,0.4288972069943584
4.514829659318638,2.47984578460752,0.30496102957227794
4.519238476953908,2.6120042977966156,0.20941533007544597
4.523647294589178,2.6335935229766654,0.13878297454096394
4.52805611222445,2.5418416221164994,0.08870444004845278
4.532464929859719,2.3484013524723335,0.05464947477729603
4.53687374749499,2.0769183967056137,0.032438123834783984
4.541282565130261,1.758283812884263,0.018546543557972896
4.545691382765531,1.4248858970416478,0.0102208586272152
4.550100200400802,1.1053297823299773,0.005450484272323244
4.5545090180360726,0.8207736696366862,0.0028599297176774324
4.558917835671343,0.5834098872142603,0.0015703391023464835
4.563326653306614,0.3969556838403422,0.001066512396331801
4.567735470941884,0.2585396535994886,0.0010886224420261137
4.572144288577155,0.1611863305244873,0.0015545070729123213
4.576553106212425,0.09619315229684305,0.0025098150461248477
4.5809619238476955,0.05495079603989517,0.004099136229156131
4.585370741482967,0.03004807599184324,0.0065504477780431985
4.589779559118236,0.015727915034240102,0.010166550748228786
4.594188376753507,0.007880184556189792,0.015319604997260424
4.598597194388778,0.003779299480426614,0.022447454595910743
4.603006012024048,0.0017349814586490751,0.032052249542652095
4.607414829659319,0.0007624052872739333,0.04470208998759564
4.611823647294589,0.0003206885150463337,0.06103462579555235
4.61623246492986,0.00012911784503176897,0.08175807479736578
